,name,id,is_closed,rating,review_count,location.address1,location.zip_code,coordinates.latitude,coordinates.longitude,price,phone,categories
17,Centro,centro-raleigh,FALSE,4,246,106 S Wilmington St,27601,35.77926,-78.63844,$$,19198353593,"mexican,breakfast_brunch,gluten_free"
18,Carlie C's IGA,carlie-cs-iga-raleigh,FALSE,3,3,1514 Garner Station Blvd,27603,35.72570702,-78.65511417,$$,NA,grocery
19,Food Lion,food-lion-raleigh-4,FALSE,2.5,2,1601 Cross Link Rd,27610,35.75482,-78.61481,$,19198071395,"delis,sandwiches"
20,Lowes Foods,lowes-foods-clayton,FALSE,2.5,7,11711 Us Highway 70 Business W,27520,35.67235845,-78.50692749,$$$$,19195506740,"grocery,beer_and_wine,chicken_wings"
1,Cooleys Restaurant & Pub,cooleys-restaurant-and-pub-fuquay-varina,FALSE,3,49,711 N Main St,27526,35.5918312,-78.7921371,$$,19195520543,"pubs,tradamerican"
2,Food Lion,food-lion-fuquay-varina-2,FALSE,4.5,2,1508 Broad St,27526,35.6037721,-78.8034944,$$,19195771000,"delis,sandwiches,grocery"
3,Food Lion,food-lion-fuquay-varina-3,FALSE,3.5,2,1338 N Main St,27526,35.59014235,-78.77658963,NA,19195521388,grocery
4,Stick Boy Bread Company,stick-boy-bread-company-fuquay-varina,FALSE,4.5,61,127 S Main St,27526,35.5833299,-78.79934,$,19195572237,bakeries
5,Harris Teeter,harris-teeter-fuquay-varina,FALSE,3.5,6,1422 N Main St,27526,35.5930913,-78.7714719,$$$,19195520103,"grocery,flowers,drugstores"
6,Happy Holly's,happy-hollys-holly-springs-2,FALSE,4.5,7,527 N Main St,27540,35.6588751,-78.8356431,$,19195520637,"icecream,hawaiian,shavedice"
7,McDonald's,mcdonalds-fuquay-varina,FALSE,3,7,1409 N Main St,27526,35.5937691,-78.7716217,$,19195523190,"hotdogs,burgers"
8,Kroger,kroger-fuquay-varina,FALSE,4,10,1371 E Broad St,27526,35.5942971,-78.7768336,$$,19195677423,grocery
9,Aldi Foods,aldi-foods-fuquay-varina,FALSE,3.5,7,1375 N Main St,27526,35.59251,-78.77587,$,19195528442,grocery
10,Food Lion,food-lion-fuquay-varina,FALSE,3,1,3417 N Main St,27526,35.6251488,-78.7258377,$$,19195770555,grocery
11,Cameo Salon & Spa,cameo-salon-and-spa-fuquay-varina,FALSE,5,15,1350 E Broad St,27526,35.5940159,-78.776945,$$,19195579009,"hair_extensions,othersalons,spas"
12,Archibald's Tavern,archibalds-tavern-apex,FALSE,2,30,Shoppes at Woodcreek,27539,35.6675186,-78.7994537,$,19193632378,"tradamerican,sportsbars,burgers"
13,Food Lion 1622,food-lion-1622-angier,FALSE,4,2,1363 N Raleigh St,27501,35.5264499,-78.74441,$$,19196392797,grocery
14,Johnny's Pizza,johnnys-pizza-apex-2,FALSE,4.5,127,8759 Holly Springs Rd,27539,35.69263656,-78.77362836,$,19193625566,"chicken_wings,pizza,italian"
15,Food Lion,food-lion-holly-springs,FALSE,4,3,517 N Main St,27540,35.6587105,-78.8355942,NA,19195571175,"delis,grocery"
16,Harris Teeter,harris-teeter-holly-springs-2,FALSE,3.5,13,324 Village Walk Dr,27540,35.63959802,-78.83904934,$$,19195521596,"grocery,flowers"
17,Holly Springs Eye Associates,holly-springs-eye-associates-holly-springs-2,FALSE,4.5,13,608 Holly Springs Rd,27540,35.6546555,-78.8263474,NA,19195773937,"optometrists,professional,laserlasikeyes"
18,Carolina Brewing Company,carolina-brewing-company-holly-springs,FALSE,4.5,27,140 Thomas Rd,27540,35.65649,-78.85474,$,19195572337,breweries
19,Holly Springs Cultural Center,holly-springs-cultural-center-holly-springs,FALSE,4,1,300 W Ballentine St,27540,35.6501144,-78.8353352,NA,19195674000,musicvenues
20,New Rainbow,new-rainbow-fuquay-varina,FALSE,3.5,7,3427 N Main St,27526,35.6244812,-78.7243423,$,19195678272,chinese
1,Milton's Pizza-Wakefield,miltons-pizza-and-pasta-raleigh-2,FALSE,4,65,14520 New Falls Of Neuse,27614,35.94403465,-78.54217002,$$,19195709099,"pizza,italian,salad"
2,Rosati's Pizza Pub,rosatis-pizza-pub-wake-forest-3,FALSE,3.5,40,2101 S Main St,27587,35.9480209,-78.5330963,$$,19194884294,"pizza,italian"
3,Over the Falls,over-the-falls-wake-forest,FALSE,4,157,419 S Brooks St,27587,35.9750729,-78.5095004,$$,19195708588,"pubs,burgers,sandwiches"
4,The Melting Pot,the-melting-pot-raleigh,FALSE,3.5,91,3100 Wake Forest Rd,27609,35.82403,-78.6217999,$$$,19198780477,fondue
5,La Foresta Italian Cafe & Pizzeria,la-foresta-italian-cafe-and-pizzeria-wake-forest,FALSE,3.5,35,203 Brooks St,27587,35.9773903,-78.5081635,$$,19195544555,"italian,pizza"
6,White Street Brewing Company,white-street-brewing-company-wake-forest-2,FALSE,4.5,61,218 S White St,27587,35.9775009,-78.5101624,$$,19196479439,breweries
7,Pizza Hut,pizza-hut-wake-forest-2,FALSE,1.5,11,12239 Capital Blvd,27587,35.9800548,-78.54066278,$,19195569190,"italian,pizza,chicken_wings"
1,La Rancherita Mexican Restaurant,la-rancherita-mexican-restaurant-apex,FALSE,4,69,102 N Salem St,27502,35.7308083,-78.8513489,$$,19193032448,mexican
2,La Cocina Mexican Restaurant,la-cocina-mexican-restaurant-apex,FALSE,3.5,65,100 MacGregor Pines Dr,27523,35.7796593,-79.0017776,$$,19194670780,mexican
3,Los Tres Mexican Restaurant,los-tres-mexican-restaurant-apex,FALSE,4,12,1301 E Williams St,27502,35.71703095,-78.84131312,$$,19193676797,mexican
4,Totopos,totopos-cary,FALSE,4,277,1388 Kildaire Farm Rd,27511,35.759174,-78.783798,$$,19196783449,mexican
5,Fiesta Mexicana,fiesta-mexicana-cary,FALSE,4,25,990 High House Rd,27513,35.78928727,-78.82744263,$,19193789895,mexican
6,Los Tres Magueyes,los-tres-magueyes-cary,FALSE,3.5,74,110 SW Maynard Rd,27511,35.77218,-78.78313,$,19194608757,mexican
7,Los Tres Magueyes,los-tres-magueyes-holly-springs,FALSE,3,34,120 Bass Lake Rd,27540,35.6542702,-78.8240356,$,19195526272,mexican
1,Chai's Asian Bistro,chais-asian-bistro-raleigh,FALSE,3.5,65,8347 Creedmoor Rd,27613,35.9013023,-78.681282,$$,19193413715,asianfusion
2,Harris Teeter,harris-teeter-raleigh-12,FALSE,4,14,Stonehenge Market,27612,35.88798,-78.67836,$$,19198481464,"grocery,drugstores"
3,Kroger,kroger-raleigh-3,FALSE,3,12,6300 Creedmoor Rd,27612,35.8718605,-78.6783371,$$,19198706028,grocery
4,Kroger,kroger-raleigh-5,FALSE,4,2,8345 Creedmoor Rd,27613,35.90105,-78.68223,$$,19198482232,"deptstores,grocery"
5,Kroger,kroger-raleigh,FALSE,3.5,7,7905 Falls of Neuse Rd,27615,35.8929199,-78.62703,$$,19198475012,grocery
6,Lowes Foods,lowes-foods-raleigh,FALSE,3.5,11,9600 Strickland Rd,27615,35.9027699,-78.65568,$$,19198475661,"grocery,beer_and_wine,chicken_wings"
7,Whole Foods Market North Raleigh,whole-foods-market-north-raleigh-raleigh,FALSE,4,76,8710 Six Forks Rd,27615,35.89803,-78.65057,$$,19193540350,"grocery,beer_and_wine,healthmarkets"
8,FastMed Urgent Care,fastmed-urgent-care-raleigh,FALSE,2,26,6500 Creedmoor Road,27613,35.8743896,-78.6788712,NA,19198254000,"physicians,urgent_care"
9,Kroger Pharmacy,kroger-pharmacy-raleigh-6,FALSE,5,1,8345 Creedmoor Rd,27613,35.90105,-78.68223,$$,19198484191,drugstores
10,Despina's Cafe,despinas-cafe-raleigh,FALSE,4.5,62,8369 Creedmoor Rd,27613,35.9015464,-78.6813026,$,19198485007,"coffee,sandwiches,soup"
11,Hibernian Restaurant & Pub,hibernian-restaurant-and-pub-raleigh-2,FALSE,3,78,8021 Falls of Neuse Rd,27615,35.894044,-78.624527,$$,19198030290,"irish,pubs"
12,Chopstix Gourmet and Sushi Bar,chopstix-gourmet-and-sushi-bar-raleigh-2,FALSE,3.5,113,5607 Creedmoor Rd,27612,35.85792794,-78.68201505,$$,19197816268,"chinese,sushi,asianfusion"
13,Kroger,kroger-raleigh-4,FALSE,3.5,23,350 E Six Forks Rd,27609,35.81975,-78.62802,$$,19198322110,grocery
14,Citizen Pops,citizen-pops-raleigh-2,FALSE,4,67,,27612,35.853279,-78.687299,$,19198484221,"icecream,desserts,foodtrucks"
15,Food Lion,food-lion-raleigh-5,FALSE,4,4,7713 Lead Mine Rd,27615,35.8869,-78.65973,$$,19195181607,"delis,grocery"
16,Crazy Fire Mongolian Grill,crazy-fire-mongolian-grill-raleigh-3,FALSE,3,31,13200 Strickland Rd,27613,35.90687,-78.72548,$$,19198661300,"sushi,mongolian"
17,MassageLuXe,massageluxe-raleigh,FALSE,4,24,7436 Creedmoor Rd,27613,35.8883434,-78.6794774,$$,19192495244,"massage_therapy,reflexology,skincare"
18,Harris Teeter,harris-teeter-raleigh-6,FALSE,4,20,9600 Falls of Neuse Rd,27615,35.90486927,-78.60105358,$$,19196766614,"grocery,drugstores,flowers"
19,The Butcher's Market,the-butchers-market-raleigh,FALSE,4.5,60,5045 Falls of Neuse Rd,27609,35.8503443,-78.6146822,$$,19198098914,"butcher,grocery"
20,Food Lion,food-lion-raleigh-17,FALSE,3.5,11,4827 Grove Barton Rd,27613,35.8714943,-78.7183151,$$,19197814437,grocery
1,Harris Teeter,harris-teeter-raleigh-10,FALSE,3.5,12,3201-123 Edwards Mill Rd,27612,35.8252604,-78.70694619,$$,19197818776,"grocery,flowers"
2,Bella Monica,bella-monica-raleigh,FALSE,4,336,3121-103 Edwards Mill Rd,27612,35.82538164,-78.70695591,$$,19198819778,"italian,gluten_free,pizza"
3,Harris Teeter,harris-teeter-raleigh-8,FALSE,4,6,2603 Glenwood Ave,27608,35.8154984,-78.6605911,$$,19197875526,"grocery,drugstores"
4,Harris Teeter,harris-teeter-raleigh,FALSE,3.5,31,500 Oberlin Rd,27605,35.79141352,-78.66214592,$$,19198289216,grocery
5,TCR: Triangle Cellular Repair,tcr-triangle-cellular-repair-raleigh-2,FALSE,5,125,3120 John Humphries Wynd,27612,35.8261494,-78.7070599,$$,19192632699,"electronicsrepair,mobilephonerepair"
6,Glenwood Grill,glenwood-grill-raleigh,FALSE,4.5,193,2603-151 Glenwood Ave,27608,35.81504657,-78.66109014,$$,19197823102,tradamerican
7,Hyatt House Raleigh North Hills,hyatt-house-raleigh-north-hills-raleigh,FALSE,4.5,28,160 Park at North Hills St,27609,35.836828,-78.6387031,$$,19193630771,"hotels,venues"
8,Harris Teeter,harris-teeter-raleigh-7,FALSE,4,19,120-100 St Alban's Rd,27609,35.8383139,-78.639811,$$,19197814165,"grocery,drugstores"
9,North Hills,north-hills-raleigh,FALSE,4,46,4350 Lassiter At N Hills Ave,27609,35.8389523,-78.6435774,$$$,19198811146,shoppingcenters
10,Whole Foods Market- Raleigh,whole-foods-market-raleigh-raleigh,FALSE,4,98,3540 Wade Ave,27607,35.80257404,-78.68629864,$$$,19198285805,"grocery,healthmarkets,beer_and_wine"
11,Harris Teeter,harris-teeter-raleigh-19,FALSE,4,10,2051 W Millbrook Rd,27612,35.85726037,-78.67973006,$$,19197871364,"drugstores,grocery,butcher"
12,Harris Teeter,harris-teeter-cary-5,FALSE,3.5,21,270 Grande Heights Dr,27513,35.805044,-78.780884,$$,19194604326,"grocery,drugstores"
13,Harris Teeter,harris-teeter-raleigh-12,FALSE,4,14,Stonehenge Market,27612,35.88798,-78.67836,$$,19198481464,"grocery,drugstores"
14,MOD Pizza,mod-pizza-raleigh,FALSE,4,87,2071 West Millbrook Rd,27612,35.8572888,-78.678482,$,19199873668,"pizza,hotdogs"
15,Harris Teeter,harris-teeter-raleigh-11,FALSE,1.5,9,5563 Western Blvd,27606,35.784126,-78.72051,$$$,19198590110,"grocery,drugstores"
16,The Fresh Market,the-fresh-market-raleigh,FALSE,3,37,400 Woodburn Rd,27605,35.78963496,-78.65857301,$$,19198287888,"grocery,gourmet"
17,Starbucks,starbucks-raleigh-4,FALSE,4,11,500 Oberlin Rd,27605,35.79145,-78.66195,$,19198569444,coffee
18,Park Market North Hills Apartments,park-market-north-hills-apartments-raleigh,FALSE,3,16,141 Park At North Hills St,27609,35.8373909,-78.6388397,NA,19194200565,apartments
19,Game Theory,game-theory-raleigh,FALSE,4.5,15,6260 Glenwood Ave,27612,35.85935615,-78.70389551,$$,19197874449,hobbyshops
20,Lee's Tailors,lees-tailors-raleigh-3,FALSE,4.5,42,5535 Western Blvd,27606,35.7850456,-78.7212677,NA,19192330708,sewingalterations
1,Tony's Oyster Bar,tonys-oyster-bar-cary-2,FALSE,3,105,107 Edinburgh Dr,27511,35.7393859,-78.7983155,$$,19194626226,"seafood,cajun,bars"
2,Bellini Fine Italian Cuisine,bellini-fine-italian-cuisine-cary-2,FALSE,3.5,37,107 Edinburgh S Dr,27511,35.7367599,-78.79792,$$,19195520303,"italian,desserts,cocktailbars"
3,The Big Easy,the-big-easy-cary,FALSE,3.5,94,231 Grande Heights Dr,27513,35.80382137,-78.78098532,$$,19194686007,"diners,cajun"
4,Red Lobster,red-lobster-cary,FALSE,3,50,1805 Walnut Street,27511,35.76084,-78.7429499,$$,19198516806,"seafood,tradamerican"
1,Crabtree Valley Mall,crabtree-valley-mall-raleigh,FALSE,4,127,4325 Glenwood Ave,27612,35.8386157,-78.6751253,$$,19197878993,shoppingcenters
2,McCormick & Schmick's Seafood & Steaks,mccormick-and-schmicks-seafood-and-steaks-raleigh,FALSE,3,137,4325 Glenwood Ave,27612,35.83858419,-78.67685041,$$$,19198817848,seafood
3,Red Monkey Tavern,red-monkey-tavern-raleigh,FALSE,3,179,4325 Glenwood Ave,27612,35.84029452,-78.67914076,$$,19198967412,"newamerican,breakfast_brunch,gastropubs"
4,Big Easy Cajun Crabtree,big-easy-cajun-crabtree-raleigh,FALSE,4,5,4326 Glenwood Ave,27612,35.8390846,-78.6749878,$,19197861733,restaurants
5,Relish Caf̩ & Bar,relish-caf̩-and-bar-raleigh-2,FALSE,4,316,5625 Creedmoor Rd,27612,35.858861,-78.6808852,$$,19197871855,"southern,cafes,burgers"
6,Glenwood Grill,glenwood-grill-raleigh,FALSE,4.5,193,2603-151 Glenwood Ave,27608,35.81504657,-78.66109014,$$,19197823102,tradamerican
7,O'Malley's Pub & Restaurant,o-malleys-pub-and-restaurant-raleigh-2,FALSE,4,102,5228 Hollyridge Dr,27612,35.8534722,-78.7008303,$,19197871234,"pubs,irish"
8,The Melting Pot,the-melting-pot-raleigh,FALSE,3.5,91,3100 Wake Forest Rd,27609,35.82403,-78.6217999,$$$,19198780477,fondue
9,Edwards Mill Bar & Grill,edwards-mill-bar-and-grill-raleigh,FALSE,3.5,61,3201 Edwards Mill Rd,27612,35.82616266,-78.70618246,$$,19197835447,"bars,tradamerican"
10,Buku,buku-raleigh-4,FALSE,4,621,110 E Davie St,27601,35.775418,-78.638039,$$,19198346963,"asianfusion,tapasmallplates,thai"
11,Angus Barn,angus-barn-raleigh-5,FALSE,4,574,9401 Glenwood Ave,27617,35.89911895,-78.76368716,$$$,19197812444,"steak,lounges,tradamerican"
1,Gonza Tacos y Tequila,gonza-tacos-y-tequila-raleigh,FALSE,4.5,369,7713-39 Lead Mine Rd,27615,35.8859701,-78.6605752,$$,19198465478,mexican
2,Food Lion,food-lion-raleigh-5,FALSE,4,4,7713 Lead Mine Rd,27615,35.8869,-78.65973,$$,19195181607,"delis,grocery"
3,Food Lion,food-lion-raleigh-14,FALSE,3.5,2,9521 Strickland Rd,27615,35.8993187,-78.6546097,NA,19196760141,"delis,grocery,beer_and_wine"
4,Lowes Foods,lowes-foods-raleigh,FALSE,3.5,11,9600 Strickland Rd,27615,35.9027699,-78.65568,$$,19198475661,"grocery,beer_and_wine,chicken_wings"
5,Chow Pizza Bar,chow-pizza-bar-raleigh,FALSE,4,151,8311 Creedmoor Rd,27613,35.89999208,-78.68239368,$$,19198414995,"pizza,sportsbars,burgers"
6,Whole Foods Market North Raleigh,whole-foods-market-north-raleigh-raleigh,FALSE,4,76,8710 Six Forks Rd,27615,35.89803,-78.65057,$$,19193540350,"grocery,beer_and_wine,healthmarkets"
7,Harris Teeter,harris-teeter-raleigh-12,FALSE,4,14,Stonehenge Market,27612,35.88798,-78.67836,$$,19198481464,"grocery,drugstores"
8,Sola Coffee Cafe,sola-coffee-cafe-raleigh,FALSE,4.5,224,7705 Lead Mine Rd,27615,35.885281,-78.659985,$,19198038983,"coffee,cafes,donuts"
9,Rudino's,rudinos-raleigh-3,FALSE,3.5,33,8800 Harvest Oaks Dr,27615,35.90263,-78.6576,$$,19198488899,"sportsbars,pizza,sandwiches"
10,Relish Caf̩ & Bar,relish-caf̩-and-bar-raleigh-2,FALSE,4,316,5625 Creedmoor Rd,27612,35.858861,-78.6808852,$$,19197871855,"southern,cafes,burgers"
11,Maude's Garden and Coffee,maudes-garden-and-coffee-raleigh,FALSE,4.5,25,12333 Strickland Rd,27613,35.9061625,-78.70234183,$,19842328321,"coffee,homedecor"
12,Kai Sushi and Sake Bar,kai-sushi-and-sake-bar-raleigh,FALSE,4.5,179,7713 Lead Mine Rd,27615,35.8869,-78.65973,$$,19198704923,"japanese,sushi"
13,Food Lion,food-lion-raleigh-3,FALSE,3,4,5633 Creedmoor Rd,27612,35.85893405,-78.68227615,$,19197810597,grocery
14,Sushi One,sushi-one-raleigh,FALSE,3.5,80,8470 Honeycutt Rd,27615,35.89495952,-78.62143153,$$,19196153209,"sushi,asianfusion,japanese"
15,The Fresh Market,the-fresh-market-raleigh-3,FALSE,4,19,6325 Falls of Neuse Rd,27615,35.86882926,-78.62241175,$$$,19198728501,"grocery,gourmet"
16,Food Lion,food-lion-raleigh-17,FALSE,3.5,11,4827 Grove Barton Rd,27613,35.8714943,-78.7183151,$$,19197814437,grocery
17,Yard House,yard-house-raleigh,FALSE,4,332,4208 Six Forks Rd,27609,35.83705954,-78.63963886,$$,19198812590,"bars,newamerican,vegetarian"
18,"Food Lion, Inc",food-lion-inc-raleigh-19,FALSE,3.5,2,9101 Leesville Rd,27613,35.89675,-78.72548,$$,19198486082,"delis,grocery"
19,Harris Teeter,harris-teeter-raleigh-7,FALSE,4,19,120-100 St Alban's Rd,27609,35.8383139,-78.639811,$$,19197814165,"grocery,drugstores"
20,Lynnwood Grill & Brewing Concern,lynnwood-grill-and-brewing-concern-raleigh,FALSE,3.5,237,4821 Grove Barton Rd,27613,35.87037,-78.71712,$$,19197850043,"pizza,bars,tradamerican"
1,Food Lion,food-lion-raleigh-7,FALSE,4.5,3,3151 Capital Blvd,27604,35.822361,-78.5896835,$$$,19197906728,"delis,grocery"
2,Chuck & Buck Cones N Cups,chuck-and-buck-cones-n-cups-raleigh-2,FALSE,4.5,123,4610 Capital Blvd,27604,35.8464972,-78.5798598,$,19198872992,"desserts,icecream,soup"
3,Trader Joe's,trader-joes-raleigh,FALSE,4.5,119,3000 Wake Forest Rd,27609,35.82331388,-78.62154739,$$,19199817422,"grocery,beer_and_wine"
4,Food Lion,food-lion-raleigh-16,FALSE,2,5,4510 Capital Blvd,27604,35.8457108,-78.5789566,$$,19198768126,grocery
5,El Mandado Supermarket,el-mandado-supermarket-raleigh,FALSE,4.5,7,4020 Capital Blvd,27604,35.8354988,-78.5796738,$,19198781800,grocery
6,Yard House,yard-house-raleigh,FALSE,4,332,4208 Six Forks Rd,27609,35.83705954,-78.63963886,$$,19198812590,"bars,newamerican,vegetarian"
7,Harris Teeter,harris-teeter-raleigh-7,FALSE,4,19,120-100 St Alban's Rd,27609,35.8383139,-78.639811,$$,19197814165,"grocery,drugstores"
8,The Fresh Market,the-fresh-market-raleigh-3,FALSE,4,19,6325 Falls of Neuse Rd,27615,35.86882926,-78.62241175,$$$,19198728501,"grocery,gourmet"
9,The Butcher's Market,the-butchers-market-raleigh,FALSE,4.5,60,5045 Falls of Neuse Rd,27609,35.8503443,-78.6146822,$$,19198098914,"butcher,grocery"
10,Romano's Macaroni Grill,romanos-macaroni-grill-raleigh,FALSE,2.5,40,3421 Sumner Blvd,27616,35.86722102,-78.58096619,$$,19197922515,"italian,tradamerican"
11,The Cowfish Sushi Burger Bar,the-cowfish-sushi-burger-bar-raleigh,FALSE,4.5,776,4208 Six Forks Rd,27609,35.83725879,-78.64015245,$$,19197840400,"sushi,burgers"
12,Food Lion,food-lion-raleigh-20,FALSE,4,5,1100 N Raleigh Blvd,27610,35.79422,-78.6114426,$,19198297077,grocery
13,Food Lion,food-lion-raleigh-23,FALSE,3,1,4317 Falls of Neuse Rd,27609,35.84095,-78.6133881,$,19198725376,grocery
14,Sergio's Pizza,sergios-pizza-raleigh,FALSE,4,57,7440 Louisburg Rd,27616,35.87465,-78.5398,$,19198763116,pizza
15,Vivace,vivace-raleigh,FALSE,4,186,4209 Lassiter Mill Rd,27609,35.83886393,-78.6447072,$$,19197877747,italian
16,Kroger,kroger-raleigh-4,FALSE,3.5,23,350 E Six Forks Rd,27609,35.81975,-78.62802,$$,19198322110,grocery
17,Gonza Tacos y Tequila,gonza-tacos-y-tequila-raleigh,FALSE,4.5,369,7713-39 Lead Mine Rd,27615,35.8859701,-78.6605752,$$,19198465478,mexican
18,Food Lion,food-lion-raleigh-10,FALSE,3,6,7440 Louisburg Rd,27616,35.874649,-78.5398026,NA,19198751394,delis
19,Food Lion,food-lion-raleigh-13,FALSE,2,2,5426 Six Forks Rd,27609,35.85499,-78.64059,$$,19196763386,grocery
20,Sopranos Grill,sopranos-grill-raleigh,FALSE,4,53,1030 N Rogers Ln,27610,35.79214971,-78.54914361,$$,19198278848,"italian,tradamerican"
1,Grand Asia Market,grand-asia-market-raleigh,FALSE,4,189,1253 Buck Jones Rd,27606,35.76562933,-78.74026765,$,19194682988,grocery
2,Kader's French Bakery,kaders-french-bakery-cary,FALSE,4.5,34,Cary Towne Center Mall,27511,35.770481,-78.7621081,$,19196593343,"bakeries,cupcakes"
3,Trader Joe's,trader-joes-cary,FALSE,4.5,115,1393 Kildaire Farm Rd,27511,35.75883878,-78.78147858,$$,19194655984,"grocery,beer_and_wine"
4,Woodys Sports Tavern & Grill,woodys-sports-tavern-and-grill-cary,FALSE,3.5,79,8322 Chapel Hill Rd,27513,35.79224,-78.7761699,$$,19193807737,"sportsbars,sandwiches"
5,Harris Teeter,harris-teeter-cary-5,FALSE,3.5,21,270 Grande Heights Dr,27513,35.805044,-78.780884,$$,19194604326,"grocery,drugstores"
6,Toyo Shokuhin & Gift Shop,toyo-shokuhin-and-gift-shop-cary,FALSE,4.5,32,748 E Chatham St Ste L,27511,35.79157,-78.76514,$$,19193191620,importedfood
7,Food Lion,food-lion-cary-6,FALSE,3.5,3,900 NE Maynard Rd,27513,35.800847,-78.76849598,$$,19194606274,grocery
8,Around the World Market,around-the-world-market-raleigh,FALSE,4,26,6715 Hillsborough St,27606,35.7882118,-78.7439194,$,19198595403,"indpak,grocery,importedfood"
9,Food Lion,food-lion-cary,FALSE,3.5,3,980 Kildaire Farm Rd,27511,35.7721024,-78.781868,$,19194674168,grocery
10,La Shish,la-shish-cary,FALSE,4.5,159,908 NE Maynard Rd,27513,35.80038462,-78.768394,$$,19193888330,"mideastern,greek,vegetarian"
11,Herons,herons-cary-2,FALSE,4,117,The Umstead Hotel And Spa,27513,35.8298528,-78.76443028,$$$$,19194474200,"newamerican,breakfast_brunch"
12,Los Tres Magueyes,los-tres-magueyes-morrisville-2,FALSE,3.5,106,9605 Chapel Hill Rd,27560,35.80638,-78.81161,$$,19194819002,mexican
13,Aldi Foods,aldi-foods-cary,FALSE,4,17,2303 NW Maynard Rd,27519,35.80284,-78.7859299,$,,grocery
14,Travinia Italian Kitchen & Wine Bar,travinia-italian-kitchen-and-wine-bar-morrisville,FALSE,3,156,1301 Market Center Dr,27560,35.80674622,-78.8167119,$$,19194671718,"italian,wine_bars,catering"
15,Awaz̩,awaz̩-cary-3,FALSE,4.5,55,904 NE Maynard Rd,27513,35.80051817,-78.76845611,$$,19193772599,ethiopian
16,Kroger,kroger-cary,FALSE,4,11,1273 NW Maynard Rd,27513,35.7853508,-78.8119202,$$,NA,grocery
17,Hot Point,hot-point-cary,FALSE,4,102,1718 Walnut St,27511,35.763002,-78.747188,$,19194606299,"cafes,newamerican,pizza"
18,Food Lion,food-lion-cary-2,FALSE,3.5,8,2458 SW Cary Pkwy,27513,35.7638016,-78.8224411,$,19194811822,grocery
